zip,Median_Income_2000,Median_Income_2014,Median_Rent_2000,Median_Rent_2014,Total_Pop_2000,Total_Pop_2014,White_Pop_2000,White_Pop_2014,Outcome
96075,"$24,167","$20,972",$438,$780,417,308,80.1%,76.3%,
93305,"$24,114","$29,812",$475,$790,35623,37871,45.8%,66.9%,
92275,"$24,087","$19,375",$440,$830,796,1413,76.0%,65.3%,
92285,"$23,854","$29,362",$470,$930,2181,2731,90.7%,89.5%,
90011,"$23,851","$29,889",$554,$993,101214,102926,27.9%,29.3%,
92113,"$23,841","$28,185",$561,$962,47417,57580,31.4%,33.7%,
95387,"$23,833","$28,472",$386,$652,897,768,42.6%,93.8%,
93640,"$23,815","$25,741",$448,$663,9160,12140,28.7%,84.8%,
90018,"$23,797","$32,104",$563,$967,47127,48852,16.0%,20.3%,
92408,"$23,785","$33,750",$486,$906,12138,15318,38.1%,44.2%,
92101,"$23,762","$52,314",$550,"$1,282",27494,35893,68.3%,75.4%,
95563,"$23,750","$40,500",$483,$594,647,559,80.7%,89.8%,
93660,"$23,717","$26,223",$353,$444,4311,4621,34.9%,93.1%,
92254,"$23,588","$26,491",$348,$714,8761,12300,31.5%,38.9%,
96025,"$23,583","$32,721",$476,$832,2593,2102,90.1%,88.4%,
96090,"$23,571","$47,679",$490,$857,390,397,78.5%,99.2%,
92410,"$23,538","$27,120",$500,$853,44540,47510,36.6%,49.0%,
92411,"$23,498","$32,747",$494,$992,23144,26364,28.4%,50.4%,
92543,"$23,397","$27,163",$534,$845,29674,34680,76.3%,69.2%,
96041,"$23,349","$26,827",$457,$673,2505,2795,85.3%,89.2%,
90038,"$23,306","$33,850",$581,"$1,036",32557,28798,42.2%,40.2%,
93646,"$23,280","$27,914",$484,$721,8441,10716,36.3%,61.1%,
96011,"$23,250","$18,750",$270,$569,260,155,88.5%,76.1%,
95585,"$23,125","$26,518",$568,$650,303,454,77.9%,81.7%,
96039,"$23,095","$28,750",$414,$655,1277,1206,65.7%,61.9%,
95920,"$22,917","$71,063",$325,$571,291,417,59.1%,96.6%,
90002,"$22,872","$30,214",$560,$968,44584,50098,16.6%,48.4%,
92257,"$22,821","$18,220",$420,$614,2734,1757,73.0%,78.9%,
93219,"$22,735","$23,458",$399,$669,9303,10378,23.0%,80.9%,
93650,"$22,708","$31,818",$536,$951,3257,3767,31.9%,57.7%,
96086,"$22,679","$21,838",$313,$563,324,379,89.5%,78.1%,
92242,"$22,602","$26,667",$484,$585,1545,1235,87.3%,90.8%,
92230,"$22,524","$40,079",$556,"$1,118",2348,3297,70.6%,63.3%,
90033,"$22,429","$27,190",$533,$908,49418,48567,33.5%,55.5%,
92066,"$22,368","$43,295",$700,"$1,338",338,273,90.2%,85.7%,
94102,"$22,351","$24,127",$564,$872,28991,28013,46.0%,43.0%,
90003,"$22,346","$30,016",$572,"$1,064",58187,66913,19.3%,22.4%,
96058,"$22,266","$31,058",$417,$521,811,752,71.9%,87.2%,
93240,"$22,194","$26,054",$515,$827,5550,5667,91.2%,96.2%,
93207,"$22,188","$34,750",$475,$793,210,263,92.4%,95.4%,
90059,"$22,151","$33,678",$500,$899,38123,42470,13.8%,38.2%,
95335,"$22,147","$33,309",$627,$860,674,613,95.0%,95.1%,
92548,"$22,095","$39,464",$588,"$1,026",4276,7020,80.0%,80.1%,
90044,"$22,091","$28,344",$559,$986,87366,88412,17.0%,29.4%,
96050,"$22,083","$34,464",$422,$469,467,408,90.2%,85.1%,
90029,"$22,043","$35,253",$565,$977,41697,40161,38.4%,43.7%,
93261,"$22,011","$29,005",$400,$610,2945,3248,18.5%,61.7%,
90005,"$21,998","$31,214",$547,$939,43014,38638,27.8%,19.6%,
93706,"$21,991","$29,197",$460,$769,35781,39794,29.4%,41.2%,
93283,"$21,932","$29,848",$434,$498,1920,2313,88.4%,82.5%,
90028,"$21,893","$31,742",$600,"$1,137",30562,29994,55.5%,59.9%,
93205,"$21,842","$20,349",$462,$663,1951,2065,91.6%,91.4%,
93256,"$21,781","$27,361",$438,$730,4178,6035,34.7%,83.3%,
93702,"$21,514","$26,031",$469,$780,47997,47850,28.3%,33.9%,
94607,"$21,124","$34,192",$499,$945,21048,24830,11.3%,25.5%,
96010,"$21,000","$32,500",$422,$663,253,187,81.8%,73.8%,
95546,"$20,739","$26,281",$383,$490,3040,3434,14.1%,13.3%,
92283,"$20,719","$29,511",$333,$533,3656,2334,39.0%,38.9%,
90006,"$20,593","$31,403",$530,$940,62765,61419,26.9%,18.1%,
95543,"$20,511","$31,964",$531,"$1,121",514,551,85.8%,85.1%,
95814,"$20,473","$33,373",$464,$790,16598,10076,61.6%,64.5%,
96112,"$20,417","$26,250",$225,$213,214,230,50.0%,59.1%,
90037,"$20,275","$26,638",$537,$959,56691,61536,20.5%,20.1%,
90012,"$20,152","$29,492",$564,"$1,116",30577,30029,20.3%,28.5%,
95422,"$20,072","$25,934",$502,$825,13477,15453,82.6%,72.1%,
94612,"$20,034","$30,879",$529,$905,11700,14500,23.5%,31.9%,
90813,"$20,015","$31,215",$526,$959,63129,60017,25.2%,52.9%,
94704,"$19,750","$30,997",$732,"$1,338",21203,26334,50.5%,48.8%,
90057,"$19,736","$26,940",$505,$872,43986,45747,28.7%,23.2%,
90058,"$18,729","$15,988",$367,$645,3624,2748,30.8%,35.4%,
90015,"$18,533","$28,953",$431,$866,15134,18226,29.6%,31.7%,
95568,"$17,750","$42,500",$408,$850,197,94,69.5%,39.4%,
90007,"$17,644","$22,646",$540,"$1,038",45021,43779,32.1%,28.8%,
95553,"$17,422","$41,393",$530,"$1,083",857,1173,91.8%,92.1%,
94592,"$17,188","$107,660",$973,"$2,001",149,651,42.3%,59.1%,
93621,"$17,063","$31,544",$350,$794,490,307,81.0%,88.6%,
95934,"$16,597","$31,892",$390,$679,172,504,84.3%,60.1%,
90017,"$14,847","$21,009",$387,$848,20689,23719,30.4%,30.6%,
94104,"$14,609","$80,341",$418,$718,374,223,24.9%,57.0%,
93701,"$14,213","$18,553",$424,$688,13844,10788,27.8%,43.4%,
90021,"$13,053","$12,748",$302,$408,3003,2913,26.8%,38.2%,
93721,"$12,742","$11,922",$385,$558,6836,6308,40.6%,35.2%,
92401,"$12,625","$16,649",$411,$765,1768,2104,41.4%,41.2%,
92389,"$12,344","$12,000",$275,$505,99,115,88.9%,100.0%,
95113,"$12,083","$61,500",$421,"$1,666",543,1163,42.7%,40.9%,
95202,"$11,456","$15,023",$385,$567,7070,5409,40.0%,43.7%,
90013,"$8,855","$21,120",$286,$686,9727,10575,27.9%,32.0%,
90014,"$8,633","$17,134",$215,$615,3518,6659,24.7%,49.5%,
95655,"$8,292","$87,738",$280,"$1,448",914,4592,44.0%,54.1%,
